S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
161,Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,90000,Diesel,Manual,First,12.99 kmpl,2494.0,100.6,7.0,,10.9,8,Toyota,Innova2.5
162,Maruti Swift VXI Optional,Ahmedabad,2017,24005,Petrol,Manual,First,20.4 kmpl,1197.0,81.8,5.0,,6.2,7,Maruti,SwiftVXI
163,Mahindra XUV500 W8 2WD,Mumbai,2012,32792,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,,7.9,12,Mahindra,XUV500W8
164,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,147898,Diesel,Manual,First,22.7 kmpl,1498.0,89.84,5.0,,4.42,10,Ford,Ecosport1.5
165,Toyota Fortuner 4x2 Manual,Mumbai,2012,131765,Diesel,Manual,First,13.0 kmpl,2982.0,168.5,7.0,,13.5,12,Toyota,Fortuner4x2
166,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Chennai,2013,65000,Diesel,Automatic,First,21.5 kmpl,1498.0,108.5,5.0,,6.25,11,Volkswagen,Vento1.5
167,Ford Figo Diesel Titanium,Jaipur,2010,66123,Diesel,Manual,Second,20.0 kmpl,1399.0,68.0,5.0,,2.1,14,Ford,FigoDiesel
168,BMW X5 xDrive 30d,Mumbai,2015,41000,Diesel,Automatic,First,15.3 kmpl,2993.0,258.0,5.0,,45.0,9,BMW,X5xDrive
169,Mercedes-Benz New C-Class C 220 CDI Style,Coimbatore,2017,23550,Diesel,Automatic,First,19.27 kmpl,2143.0,167.62,5.0,,33.66,7,Mercedes-Benz,NewC-Class
170,Honda Brio V MT,Bangalore,2012,45000,Petrol,Manual,Second,19.4 kmpl,1198.0,86.8,5.0,,3.65,12,Honda,BrioV
171,Hyundai i10 Magna 1.2,Delhi,2013,60000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,,2.75,11,Hyundai,i10Magna
172,Mercedes-Benz GLC 220,Bangalore,2016,44414,Diesel,Automatic,First,17.9 kmpl,2143.0,170.0,5.0,,42.5,8,Mercedes-Benz,GLC220
173,Hyundai Grand i10 1.2 Kappa Asta,Kolkata,2019,1000,Petrol,Manual,First,18.9 kmpl,1197.0,81.86,5.0,7.39 Lakh,6.5,5,Hyundai,Grandi10
174,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2012,62500,Diesel,Automatic,Second,17.68 kmpl,1968.0,174.33,5.0,,19.0,12,Audi,A62011-2015
175,Volkswagen Vento Petrol Highline AT,Mumbai,2013,21000,Petrol,Automatic,Second,14.4 kmpl,1598.0,103.6,5.0,,4.45,11,Volkswagen,VentoPetrol
176,Mini Countryman Cooper D,Jaipur,2017,8525,Diesel,Automatic,Second,16.6 kmpl,1998.0,112.0,5.0,,23.0,7,Mini Cooper,CountrymanCooper
177,Hyundai i20 Asta 1.4 CRDi,Bangalore,2014,29000,Diesel,Manual,First,22.54 kmpl,1396.0,88.73,5.0,,8.35,10,Hyundai,i20Asta
178,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2014,40000,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,,22.95,10,Audi,A62011-2015
179,Chevrolet Beat Diesel LT,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,936.0,57.6,5.0,,1.5,12,Chevrolet,BeatDiesel
180,Skoda Superb Elegance 1.8 TSI AT,Kochi,2012,53537,Petrol,Automatic,First,13.7 kmpl,1798.0,157.75,5.0,,6.89,12,Skoda,SuperbElegance
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,Chennai,2006,216000,Diesel,Manual,Second,17.8 kmpl,1399.0,68.0,5.0,,1.45,18,Ford,Fiesta1.4
182,BMW 5 Series 520d Luxury Line,Hyderabad,2014,51000,Diesel,Automatic,First,22.48 kmpl,1995.0,190.0,5.0,69.47 Lakh,33.5,10,BMW,5Series
183,Chevrolet Optra Magnum 1.6 LS BS3,Jaipur,2007,118500,Petrol,Manual,First,12.9 kmpl,1598.0,102.5,5.0,,1.25,17,Chevrolet,OptraMagnum
184,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,63000,Diesel,Manual,First,22.07 kmpl,1199.0,73.9,5.0,,4.2,12,Volkswagen,PoloDiesel
185,Renault Lodgy 110PS RxZ 8 Seater,Mumbai,2015,25000,Diesel,Manual,First,19.98 kmpl,1461.0,108.5,8.0,,6.75,9,Renault,Lodgy110PS
186,Mercedes-Benz E-Class E250 CDI Avantgrade,Bangalore,2014,37382,Diesel,Automatic,First,13.0 kmpl,2143.0,201.1,5.0,,32.0,10,Mercedes-Benz,E-ClassE250
187,Maruti Baleno Alpha,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,1197.0,83.1,5.0,8.78 Lakh,7.5,7,Maruti,BalenoAlpha
188,Hyundai Verna 1.6 SX,Delhi,2012,62000,Diesel,Manual,First,22.32 kmpl,1582.0,126.32,5.0,,4.6,12,Hyundai,Verna1.6
189,Hyundai i10 Magna 1.1,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,,4.04,7,Hyundai,i10Magna
190,Mahindra Scorpio 1.99 S10 4WD,Kochi,2016,56739,Diesel,Manual,First,15.4 kmpl,1997.0,120.0,7.0,,10.31,8,Mahindra,Scorpio1.99
191,Land Rover Range Rover 2.2L Dynamic,Coimbatore,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,,55.76,6,Land Rover,RoverRange
192,Ford Figo Diesel ZXI,Chennai,2010,120000,Diesel,Manual,First,20.0 kmpl,1399.0,68.0,5.0,,2.6,14,Ford,FigoDiesel
193,Maruti Ertiga ZDI,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,1248.0,88.5,7.0,12.74 Lakh,8.5,8,Maruti,ErtigaZDI
194,Honda City 1.5 GXI,Ahmedabad,2007,60006,Petrol,Manual,First,0.0 kmpl,1497.0,118.0,5.0,,2.95,17,Honda,City1.5
195,Honda Amaze S i-Dtech,Kolkata,2014,52000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,,3.5,10,Honda,AmazeS
196,Hyundai i10 Magna,Jaipur,2015,43571,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,,3.55,9,Hyundai,i10Magna
197,Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,,3.25,11,Honda,AmazeS
198,Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5 kmpl,1896.0,106.0,5.0,,4.5,16,Skoda,LauraAmbiente
199,Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87 kmpl,1461.0,83.8,5.0,,5.35,10,Renault,Duster85PS
200,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493.0,100.0,7.0,10.52 Lakh,6.5,7,Mahindra,NuvoSportN6
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,1248.0,88.5,5.0,11.98 Lakh,9.0,8,Maruti,VitaraBrezza
202,Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,,6.0,8,Hyundai,i20Asta
203,Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7 kmpl,1390.0,85.0,5.0,,2.75,15,Skoda,Fabia1.4
204,Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64 kmpl,1193.0,64.1,5.0,,1.5,14,Tata,IndigoeCS
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968.0,174.33,5.0,,19.9,9,Audi,Q32012-2015
206,Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798.0,177.5,5.0,,10.0,10,Skoda,OctaviaElegance
207,Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59 kmpl,1364.0,67.06,5.0,,3.0,10,Toyota,EtiosLiva
208,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,,2.11,14,Maruti,Swift1.3
209,Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595.0,120.7,5.0,,11.96,10,Mercedes-Benz,BClass
210,Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4 kmpl,1498.0,98.6,5.0,8.54 Lakh,3.25,11,Honda,AmazeS
211,Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582.0,126.32,5.0,,4.75,12,Hyundai,Verna1.6
212,Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46 kmpl,1461.0,83.8,5.0,,5.95,10,Renault,Duster85PS
213,Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591.0,121.3,5.0,,8.15,9,Hyundai,Creta1.6
214,Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,998.0,67.0,5.0,,4.22,8,Maruti,WagonR
215,Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796.0,186.0,5.0,,10.5,14,Mercedes-Benz,NewC-Class
216,Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967.0,246.7,5.0,,45.0,12,Audi,A8L
217,Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086.0,68.05,5.0,,2.9,12,Hyundai,i10Magna
218,Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598.0,103.52,5.0,,8.9,7,Skoda,Rapid1.6
219,Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798.0,177.46,5.0,33.58 Lakh,26.0,7,Skoda,SuperbStyle
220,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19 kmpl,1197.0,81.86,5.0,,8.22,6,Hyundai,i20Active
221,Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498.0,98.6,5.0,,3.5,10,Honda,AmazeVX
222,Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9 kmpl,998.0,67.1,5.0,,1.25,20,Maruti,WagonR
223,Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03 kmpl,1461.0,65.0,5.0,9.12 Lakh,3.7,11,Mahindra,Verito1.5
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143.0,167.62,5.0,,39.41,6,Mercedes-Benz,NewC-Class
225,Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5 kmpl,998.0,67.04,5.0,5.29 Lakh,2.65,11,Maruti,WagonR
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461.0,108.5,5.0,,8.92,9,Nissan,TerranoXV
227,Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8 kmpl,1248.0,74.0,5.0,,4.1,11,Maruti,SwiftVDI
228,Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998.0,189.08,4.0,44.28 Lakh,35.67,7,Mini Cooper,CooperConvertible
229,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0 kmpl,1498.0,99.0,5.0,,3.6,9,Ford,FigoDiesel
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396.0,53.5,5.0,,0.85,17,Tata,IndicaV2
231,Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199.0,76.8,5.0,,3.32,8,Chevrolet,BeatLT
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,1199.0,73.9,5.0,,3.6,12,Volkswagen,PoloDiesel
233,Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,,6.8,8,Maruti,SwiftZDi
234,Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0 kmpl,1399.0,68.05,5.0,,2.5,12,Ford,FigoDiesel
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755.0,171.5,7.0,20.74 Lakh,19.64,5,Toyota,InnovaCrysta
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199.0,194.3,7.0,,7.0,13,Hyundai,SantaFe
237,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,11.74 Lakh,3.87,13,Honda,Cityi-VTEC
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6 kmpl,1197.0,81.83,5.0,,6.27,6,Hyundai,i201.2
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143.0,167.62,5.0,,18.12,9,Mercedes-Benz,NewC-Class
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44 kmpl,936.0,57.6,5.0,,2.65,11,Chevrolet,BeatDiesel
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396.0,88.73,5.0,,7.2,9,Hyundai,i20Sportz
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99 kmpl,2494.0,100.6,7.0,,14.3,9,Toyota,Innova2.5
243,Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77 kmpl,1248.0,88.76,7.0,,6.9,11,Maruti,ErtigaVDI
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,7.0,,10.75,10,Toyota,Innova2.5
245,Hyundai Santro Xing XO eRLX Euro II,Mumbai,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086.0,62.1,5.0,,0.95,17,Hyundai,SantroXing
246,Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,,8.09,8,Honda,Cityi
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995.0,184.0,5.0,,18.5,10,BMW,X1sDrive20d
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0 kmpl,1120.0,70.0,5.0,,4.75,7,Hyundai,Grandi10
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09 kmpl,1248.0,88.5,5.0,,8.45,8,Maruti,Ciaz1.3
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5 kmpl,1598.0,103.6,5.0,,3.5,12,Skoda,RapidLeisure
251,Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493.0,82.0,5.0,,1.8,18,Hyundai,AccentCRDi
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498.0,103.6,5.0,,3.7,10,Volkswagen,PoloGT
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,,7.17,7,Honda,Jazz1.2
254,Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81 kmpl,1086.0,68.05,5.0,,1.75,14,Hyundai,i10Era
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995.0,183.0,5.0,,21.99,6,Hyundai,Tucson2.0
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68 kmpl,2393.0,147.8,7.0,25.52 Lakh,18.65,7,Toyota,InnovaCrysta
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,796.0,35.0,5.0,,1.85,13,Maruti,OmniMPI
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197.0,81.8,5.0,,5.95,7,Maruti,SwiftVXI
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,,3.75,10,Hyundai,Grandi10
260,Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,,3.75,12,Maruti,SwiftVDI
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0 kmpl,1582.0,126.2,5.0,14.07 Lakh,2.6,16,Hyundai,VernaCRDi
262,Hyundai Santro Xing XL,Hyderabad,2006,99000,Petrol,Manual,First,0.0 kmpl,1086.0,62.1,5.0,,1.75,18,Hyundai,SantroXing
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1197.0,80.0,5.0,,2.8,14,Hyundai,i201.2
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987.0,254.79,5.0,95.13 Lakh,61.29,7,Mercedes-Benz,GLE350d
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148.0,170.0,5.0,,18.0,10,Mercedes-Benz,NewC-Class
266,Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2 kmpl,1248.0,73.94,5.0,,4.35,10,Maruti,RitzZDi
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,,13.75,8,Hyundai,Creta1.6
268,Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0 kmpl,998.0,66.1,5.0,,2.0,14,Maruti,A-StarVxi
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64 kmpl,1461.0,108.45,5.0,,10.0,8,Renault,Duster110PS
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,1248.0,76.0,5.0,,1.65,14,Fiat,GrandePunto
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993.0,258.0,5.0,,45.77,7,BMW,X3xDrive30d
272,Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197.0,78.9,5.0,,3.25,14,Hyundai,i10Sportz
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,7.0,,12.8,8,Toyota,Innova2.5
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,993.0,60.0,5.0,,0.55,22,Maruti,ZenVXI
275,Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4 kmpl,1248.0,74.0,5.0,,7.15,6,Maruti,SwiftVDI
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179.0,120.0,8.0,,7.0,11,Mahindra,ScorpioVLX
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95 kmpl,1248.0,74.0,5.0,8.34 Lakh,3.75,7,Tata,ZestQuadrajet
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88 kmpl,999.0,123.24,5.0,,8.5,7,Ford,EcoSport1.0
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,,4.35,12,Maruti,SwiftDzire
280,Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,,3.26,8,Maruti,Alto800
281,Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,1497.0,118.0,5.0,,4.21,13,Honda,City1.5
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967.0,241.4,7.0,,70.36,6,Audi,Q73.0
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896.0,105.0,5.0,,2.95,15,Skoda,Laura1.9
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591.0,121.3,5.0,,4.28,12,Hyundai,Verna1.6
285,Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497.0,118.0,5.0,,3.57,15,Honda,City1.5
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9 kmpl,1396.0,88.8,5.0,,3.11,11,Hyundai,i20Magna
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396.0,98.6,5.0,,5.96,10,Hyundai,i20Sportz
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,,4.7,13,Volkswagen,VentoDiesel
289,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,,6.9,10,Honda,Cityi
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95 kmpl,1248.0,74.0,5.0,8.34 Lakh,5.25,6,Tata,ZestQuadrajet
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995.0,177.0,5.0,,28.0,9,BMW,5Series
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9 kmpl,1061.0,67.0,5.0,,1.35,15,Maruti,WagonR
293,Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2 kmpl,1199.0,88.7,5.0,8.85 Lakh,4.85,9,Honda,JazzVX
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0 kmpl,1896.0,105.0,5.0,,6.7,12,Volkswagen,Jetta2007-2011
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,,3.1,14,Hyundai,i10Magna
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143.0,170.0,5.0,,18.64,9,Mercedes-Benz,NewC-Class
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,,2.8,12,Hyundai,i10Magna
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,2393.0,147.8,7.0,25.4 Lakh,20.25,8,Toyota,InnovaCrysta
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,,26.78,9,Audi,A62011-2015
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494.0,100.6,7.0,,8.26,14,Toyota,Innova2.5
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,,3.89,9,Volkswagen,PoloPetrol
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92 kmpl,998.0,67.1,5.0,,2.1,13,Maruti,AltoK10
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497.0,117.3,5.0,16.67 Lakh,12.69,7,Honda,Cityi-VTEC
304,Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0 kmpl,1405.0,70.0,5.0,,2.58,11,Tata,IndigoLX
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968.0,174.33,5.0,,20.77,10,Audi,A62011-2015
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143.0,136.0,5.0,,20.26,9,Mercedes-Benz,GLAClass
307,Hyundai Santro Xing XL,Chennai,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086.0,62.1,5.0,,1.5,18,Hyundai,SantroXing
308,Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8 kmpl,1248.0,74.0,5.0,,2.5,13,Maruti,SwiftVDI
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1 kmpl,998.0,67.04,5.0,,4.25,10,Maruti,CelerioVXI
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143.0,201.15,5.0,79.43 Lakh,57.0,7,Mercedes-Benz,GLE250d
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,,44.0,7,Land Rover,RoverRange
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,,3.65,13,Volkswagen,VentoDiesel
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,Petrol,Manual,First,14.0 kmpl,796.0,35.0,5.0,,2.05,12,Maruti,Omni8
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5 kmpl,1198.0,86.8,5.0,6.62 Lakh,3.13,12,Honda,Brio1.2
315,Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956.0,83.1,7.0,,1.5,24,Tata,SumoDelux
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0 kmpl,1248.0,75.0,5.0,,2.85,12,Tata,IndicaVista
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9 kmpl,998.0,67.1,5.0,,2.65,12,Maruti,WagonR
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,,10.6,9,Mahindra,XUV500W8
319,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396.0,70.0,5.0,,1.25,16,Tata,IndigoLS
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02 kmpl,1373.0,93.7,7.0,,8.25,6,Maruti,ErtigaPaseo
